Politik,Strana,Relácia,Výrok,Rok,Mesiac,Hodnota
Ľuboš Blaha,SMER-SD,O 5 minút 12,"Vidíme dvorného právnika strany OĽaNO, pána Miškoviča, ktorý si už dokázal vytiahnuť zo štátu skoro 1.000.000 EUR, z rôznych rezortov, ktoré ovládajú ľudia z OĽaNO.",2020,9,Nepravda
Andrea Letanovská,Za ľudí,O 5 minút 12,"Jedným z takých zásadných pilierov nášho programu bola očista justície. A odkedy naša pani ministerka Mária Kolíková nastúpila do funkcie, tak bez akéhokoľvek omeškania, od prvého dňa začala na tom intenzívne pracovať, a prináša reformy a prináša novely zákonov, je to voľba ústavných sudcov, voľba generálneho prokurátora, kde sme podali aj poslanecký návrh, je to vlastne z dielne našich poslancov.",2020,9,Pravda
Martin Beluský,ĽSNS,O 5 minút 12,"Teraz nedávno, keď bol vynesený rozsudok sme mali možnosť čítať na Denníku N, ako hlasovali jednotliví sudcovia, napriek tomu, že táto informácia je utajená a my nemáme mať možnosť vedieť, ktorý sudca, akým spôsobom hlasoval.",2020,9,Pravda
Ľuboš Blaha,SMER-SD,O 5 minút 12,Ja som sa nestretol s pánom Kočnerom.,2020,9,Neoveriteľné
Michal Šípoš,Oľano,O 5 minút 12,"Pán Matovič to priznal a jednoducho, odvtedy sa s ním (s Mariánom Kočnerom - pozn.) nestretol ani raz.",2020,9,Neoveriteľné
Michal Šípoš,Oľano,O 5 minút 12,"V tom čase (čase stretnutia s Igorom Matovičom - pozn.), bol to (Marián Kočner) človek, o ktorom sa nevedelo, aké všetky veci napáchal…",2020,9,Nepravda
Michal Šípoš,Oľano,O 5 minút 12,"pán Sulík sa za to verejne ospravedlnil, že tam (u Kočnera - pozn.) bol, ad 1, pán Sulík bol zneužitý tým, že to všetko bolo zvedené naňho… pán Sulík to vysvetľoval niekoľkokrát, tak isto Igor Matovič priznal, že raz sa stretol s Kočnerom v tom čase…",2020,9,Pravda
Ľuboš Blaha,SMER-SD,O 5 minút 12,...ktorý (Igor Matovič - pozn.) zneužil vlastnú maminu na daňové podvody,2020,9,Nepravda
Ľuboš Blaha,SMER-SD,O 5 minút 12,...ktorý (Igor Matovič - pozn.) mimochodom robil kšefty aj s Jozefom Majským,2020,9,Pravda
Ľuboš Blaha,SMER-SD,O 5 minút 12,"Jediná strana v slovenských dejinách, ktorú lustroval mafián Kočner bola SaS, a stretával sa s ním pán Matovič.",2020,9,Neoveriteľné
Ľuboš Blaha,SMER-SD,O 5 minút 12,"Spomeňme si na pána Sulíka, ktorý s ním (s Kočnerom, pozn.) dohadoval generálneho prokurátora.",2020,9,Zavádzajúce
Michal Šípoš,Oľano,O 5 minút 12,"pán Vadala bol mafián taliansky, prepojený na Ndrangetu, o ktorej písal Ján Kuciak. A ten pán Vadala sa fotil s Vaším pánom poslancom Madejom. Veľmi dobre si to pamätáte. Ten pán Vadala bol priateľom pani Troškovej, asistentky Roberta Fica, vtedajšieho premiéra, ktorý ju brával na návštevy zahraničné, všelikde možne reprezentovala Slovenskú republiku. Ten pán Vadala bol dosadený pánom Jasaňom na Úrad vlády a všetci toto na Slovensku vedia pán Blaha, čiže jediný, kto tu šíri konšpiračné teórie ste Vy. A ja Vám poviem pravdu, že ľudia na Slovensku to aj vidia, že to, že bola mafia prepojená na vládu Roberta Fica videl každý a vidí to každý, to, že bol, že býval v byte Ladislava Bašternáka, ktorý už je odsúdený, vie každý. To, že bol susedom pána Kočnera vie každý, čiže nesnažte sa tu vyhovárať a vyviňovať Vašu stranu Smer-SD a Roberta Fica, že Vy ste s tým nič nemali spoločné. Ján Kuciak písal práve o týchto veciach, o prepojenia Kočnera,  Vadalu, Fica a Vašich káuz.",2020,9,Pravda
Martin Beluský,ĽSNS,O 5 minút 12,"Naozaj v tom práve platí zásada, že pokiaľ existuje pochybnosť o tom, že ten obvinený alebo obžalovaný spáchal daný čin, tak súd sa musí prikloniť na jeho stranu.",2020,9,Pravda
Ľuboš Blaha,SMER-SD,O 5 minút 12,"Ten tím (tím Kuciak, pozn.) bol rozpustený vo chvíli, kedy bola podaná obžaloba, tzn. v tej chvíli, keď ten tím povedal, že toto sú naše materiály, na základe ktorých ideme teraz odsúdiť pána Kočnera.",2020,9,Pravda
Ľuboš Blaha,SMER-SD,O 5 minút 12,"niekoľko mesiacov tu Daniel Lipšic, ako právny zástupca rodiny hovoril, ako je celý prípad vyhraný, ako je jasný, ako bude Kočner odsúdený.",2020,9,Pravda
Róbert Fico,SMER-SD,Sobotné dialógy,"Existuje paragraf napr. 326 Trestného zákona, ktorý hovorí o zneužívaní právomoci verejného činiteľa. Ak máte dnes sudcu, ktorý by porušil zákon a ktorý by rozhodol tak, že by porušil svoje právomoci, išiel by nad rámec svojich právomoci, tak ho môžete odsúdiť, pani ministerka, pravdepodobne to ani neviete v tej štvrtej kvalifikovanej skutkovej podstaty až 10-20 rokov, pokiaľ by porušoval zákon.",2020,9,Zavádzajúce
Mária Kolíková,SaS,Sobotné dialógy,"Pri ostatných súdoch sme to tiež posunuli s tým, že sme dali možnosť sudcovi, ak dosiahne 65 rokov vyjadriť sa k tomu, či tu chce byť do 68. Ak áno a urobí takéto jednostranné vyhlásenie, tak platí 68.",2020,9,Pravda
Mária Kolíková,SaS,Sobotné dialógy,hlasovania súdnej rady ako sú verejné,2020,9,Pravda
Róbert Fico,SMER-SD,Sobotné dialógy,"keby sme chceli korektne teraz informovať verejnosť, tak vytiahneme na stôl 1000 prípadov z Európy, kde bývalí ministri, členovia vlád, predsedovia vlád a ďalší sedia na ústavných súdov",2020,9,Pravda
Róbert Fico,SMER-SD,Sobotné dialógy,"Ak sme povedali, že (špicľovací) zákon je v rozpore s Ústavou Slovenskej republiky, tak sme sa obrátili na Ústavný súd a čo urobil Ústavný súd? Ústavný súd predsa pozastavil účinnosť tohto zákona. Prijali ste ďalší (špicľovací) zákon.",2020,9,Pravda
Mária Kolíková,SaS,Sobotné dialógy,"ohľadom toho prvého textu, ktorý išiel do medzirezortného pripomienkové konania, tak v tom texte prirodzene nastali zmeny, pretože boli tu viaceré zásadné pripomienky, ktoré my sme vyhodnocovali aj v rámci rozporového konania a tu tiež v tejto časti nastala zmena, tzn., že nie, nepresúvame tie kompetencie na pani prezidentku. To, čo riešime vlastne takýto pat, ktorý by nastal je, že sa predlžuje funkčné obdobie sudcov Ústavného súdu. To je ten základ, ktorý vlastne tu bude pre takúto patovú situáciu.",2020,9,Neoveriteľné
Mária Kolíková,SaS,Sobotné dialógy,"sudcu nemožno stíhať len tak rozhodnutím vyšetrovateľa, ale môže to urobiť len prokurátor z úrovne Generálnej prokuratúry, takže to tak je a to nemeníme (...). Dokonca to zužujem aj pre tento trestný čin, že len špeciálny prokurátor bude môcť vzniesť obvinenie. Dnes môže len prokurátor na úrovni generálne prokuratúry rozhodnúť o tom, že nejaký sudca je stíhaný, že je vznesené obvinenie. Ja to nemením... Ten trestný čin ohýbania práva je zúžený, čo sa týka aj právomoci len na Špecializovaný trestný súd.",2020,9,Pravda
Mária Kolíková,SaS,Sobotné dialógy,"nakoniec aj tam bolo trestné stíhanie vo vašej osobe, ktoré súviseli s otázkou rasovo motivovaných prejavov",2020,9,Pravda
Róbert Fico,SMER-SD,Sobotné dialógy,"Teraz mal krásne vystúpenie, krásne vystúpenie v Berlíne vnuk amerického prezidenta právnik Robert Kennedy, ktorý povedal, že vlády milujú pandémie, vlády milujú krízy, vlády milujú krízové stavy, lebo potom na základe tohto môžu prijímať všelijaké šialené rozhodnutia a vytvárať strach.",2020,9,Pravda
Róbert Fico,SMER-SD,Sobotné dialógy,som autorom zákona o preukazovaní pôvodu majetku,2020,9,Pravda
Mária Kolíková,SaS,Sobotné dialógy,"v rámci novely ústavy, ktorá je teraz v legislatívnom procese, ja akceptujem to, že imunita ostane v ústave ako som povedala, bude tam definícia, ktorá podľa mňa korešponduje aj v súlade s ústavami iných štátov Európskej únie a bude z nej zrejmé, že trestný postih tu bude možný, ak sa jedná o spáchanie trestného činu alebo disciplinárne previnenie tiež prichádza do úvahy, čo vlastne máme tu aj teraz, ten právny stav",2020,9,Pravda
Mária Kolíková,SaS,Sobotné dialógy,"Samotní členovia senátu to (zverejnenie svojho právneho názoru, pozn.) chcú práve v tejto kauze (vraždy Jána Kuciaka a Martiny Kučnírovej, pozn.), takže keď sa k nej vraciame, pokiaľ ja viem, tak by to uvítali.",2020,9,Pravda
Róbert Fico,SMER-SD,Sobotné dialógy,"Včera alebo predvčerom bolo jedno rozhodnutie o väzbe, pani ministerka. Sudca priamo na pojednávaní povedal, že napriek tomu, že nevidí zákonné dôvody na väzbu, on sa nenechá poťahovať po médiách, nech to radšej rozhodnú na krajskom súde, na vyššom súde, čo jeho po tom, on má rodinu a plat, prečo by on riešil takéto veci",2020,9,Neoveriteľné
Mária Kolíková,SaS,Sobotné dialógy,"Čo sa týka názoru názoru pána poslanca ohľadom toho pomeru hlasovania. To sme tu mali (nezverejňovanie pomeru hlasov v senáte, pozn.)...(...) Toto, čo hovorí pán poslanec, podľa mňa to vôbec nie je pravda a nie je ani pravda, že by to mal byť niekde návrat. Naopak, proste my sme to zavádzali, platí to pre občianske veci, rodinné veci, že všade platí ten pomer a naviac na okresnom súde teraz rozhoduje samosudca aj o veľmi vážnych trestných činoch, o vraždách a tam sa naozaj nemá  za koho skryť, je tam sám, všetci vedia, že to rozhodol on.",2020,9,Pravda
Mária Kolíková,SaS,Sobotné dialógy,"Nezávislosť a nestrannosť sudcu v rozhodovaní je ochrana základných požiadaviek na súdnu moc v právnom štáte. Tú máme zakotvenú v ústave a to, či tam tá imunita ostane alebo neostane, na tom to nestojí. V iných štátov Európskej únie takú ani nemáme. Proste ten široký koncept, ale taby som to skrátila. V novele ústavy, ktorá je teraz v legislatívnom procese, ostane imunita, ale bude z nej zrejmé, že ak sa jedná o trestný čin sudcu alebo disciplinárne konanie, tak toto ho nechráni",2020,9,Pravda
Róbert Fico,SMER-SD,Sobotné dialógy,"Ak prokuratúra neuniesla dôkazné bremeno, pretože ide o trestnú vec a dôkazné bremeno na strane štátu, nemôžeme v žiadnom prípade viniť súd za rozhodnutie. Súd mohol uznať obžalovaných vinnými, mohol urobiť to, čo urobil alebo mohol možno ešte vrátiť vec na ďalšie doplnenie dokazovania.",2020,9,Pravda
Róbert Fico,SMER-SD,Sobotné dialógy,"Táto vražda bola hrubo politicky zneužitá proti mojej vláde a o tom dnes všetci vieme. Pokusy tu boli rôznorodé, od prepojenia Úradu vlády na taliansku mafiu a po ďalšie nezmysly",2020,9,Nepravda
Mária Kolíková,SaS,Sobotné dialógy,"A plus je k tomu informácia predsedníčky senátu, predsedu špeciálneho trestného súdu, že tie informácie, ktoré zazneli sú ešte nepravdivé, takže na jednej strane niekto šíri informácie, čo samo osebe nie je v poriadku, aké to hlasovanie bolo, pretože je tajné a na druhej strane sa tu vyjadruje predseda aj predsedníčka senátu, že ale to, čo znie verejnosťou je nepravdivé.",2020,9,Pravda
Peter Pellegrini,Hlas-SD,V politike,"táto vláda jednoducho si vybrala spôsob, že nejde plošne podporiť ekonomiku, hoci tvrdila, že 1,5 miliardy pôjde každý mesiac do našej ekonomiky. Zhruba dnes je vyplatených 588 000 000 a už sme 6 mesiacov pomaly od prvej vlny, takže to je veľmi malé číslo",2020,10,Zavádzajúce
Richard Sulík,SaS,V politike,"kúpil (Robert Fico ako premiér, pozn.) späť iba tú matku hore, tú schránku, to je prázdna vykuchaná matka, ktorej prakticky nič nepatrí okrem podielu v tých extrémne ziskových firmách, tú kúpil a odvtedy, čo ju kúpil, táto firma urobila 450.000.000 EUR straty.",2020,10,Pravda
Richard Sulík,SaS,V politike,"Slovenské elektrárne, opäť bolo predkúpne právo, nekúpil 17 %, mohol kúpiť 17 % Slovenských elektrární, nekúpil a čo sme za to dostali? Figu borovú.",2020,10,Nepravda
Richard Sulík,SaS,V politike,"pár rokov dozadu mohol Robert Fico kúpiť podiel v tej Stredoslovenskej energetike, beriem, nemal síce predkupného, ale z pozície štátu vedel veľa veľa vymôcť, neurobil nič, v tichosti sa to pekne predalo. Ešte čo je horšie, tá kúpna cena bola len polovičná vtedy 380 000 000. Predal a vzápätí to SSE si zobralo 750 miliónový úver a vyplatili dividendy. Pán Křetinský to dostal prakticky takto do daru.",2020,10,Nepravda
Peter Pellegrini,Hlas-SD,V politike,"My tvrdíme a vyčítame vláde, že nevyužila predkupné právo, pretože v zmluve bolo napísané, že ak sa raz bude tento podiel predávať 49- percentný, tak Slovenská republika a štát je prvý, ktorý môže povedať, áno, chcem si ho kúpiť (...)",2020,10,Pravda
Richard Sulík,SaS,V politike,"Štát sa nezbavuje podielu, toto je kľúčová vec, štát nič nepredal. Štátu patrilo 51 % vo VSE predtým a patrí mu 51 % vo VSE dnes. Otázka je, čo sa stalo s tými štyridsiatimi deviatimi. To patrilo donedávna jedným Nemcom, koncernu RWE, teraz to predali druhým Nemcom, koncernu EON. Ešte treba vedieť, že tieto 2 koncerny sú kdesi hore poprepájané majetkovo, čiže je to plus mínus prašť ako uhoď, tak tých 49 %, ktoré patrilo nemeckému RWE, dnes patrí nemeckému EON. To je všetko, štát nič nepredal a za toto, že sme s týmto prevodom súhlasili, sme si od Nemcov vypýtali 35.000.000 EUR. Len za ten súhlas, my sme nič nepredali.",2020,10,Pravda
Peter Pellegrini,Hlas-SD,V politike,"Pokiaľ z našeho dlhu 48 % ako sme vám odovzdali krajinu, smerujete podľa NBS k 62% percentnému dlhu alebo podľa IFP pán minister Heger oznámil 61 % HDP, tzn. idete nás o 13 alebo 14 % zadlžiť viac, ako sme vám krajinu dali.",2020,10,Pravda
Richard Sulík,SaS,V politike,"tak kurzarbeit ide do mzdy 800 EUR, tým akože veľkej väčšine ľudí týmto pomôžeme. Ale teraz došli zamestnávatelia, že oni chcú 1100",2020,10,Pravda
Richard Sulík,SaS,V politike,"Sudcovia si kedysi dávno vylobovali, že na PN-ke dostanú buď toľko isto alebo dokonca trošku viac, ako keď robia si svoju robotu a súdia.",2020,10,Pravda
Peter Pellegrini,Hlas-SD,V politike,"To je myslené tak, ako dneska je materská dovolenka, že dneska, keď ste bežne s chorým dieťaťom doma, dostávate 55 % z hrubého vymeriavacieho základu, to znamená z hrubej mzdy. Keď máte tisíc hrubú mzdu, tak dostanete 550 v čistom. My sme navrhli, že keď budete doma na tej pandemickej OČR, tzn. štát vás prinúti s dieťatkom zostať doma, lebo zavrel školy, aby ste dostávali 75 % z toho hrubého, to je 750 EUR z tisícky",2020,10,Pravda
Peter Pellegrini,Hlas-SD,V politike,"už sme 6 mesiacov pomaly od prvej vlny, takže to (588 000 000 eur vyplatených na korona-pomoci firmám a živnostníkom - pozn.)  je veľmi malé číslo a je to asi 0,5 % nášho HDP oproti iným krajinám, kde dávalo Nemecko 8 % a niektoré krajiny ešte viac.",2020,10,Neoveriteľné
Richard Sulík,SaS,V politike,"už sme 6 mesiacov pomaly od prvej vlny, takže to (588 000 000 eur vyplatených na korona-pomoci firmám a živnostníkom - pozn.)  je veľmi malé číslo a je to asi 0,5 % nášho HDP oproti iným krajinám, kde dávalo Nemecko 8 % a niektoré krajiny ešte viac.",2020,10,Pravda
Richard Sulík,SaS,V politike,Vláda robí medzičasom 8-9 tisíc testov.,2020,10,Pravda
Richard Sulík,SaS,V politike,"Po druhé to, čo už naozaj prebehlo, to je pomoc pre tú nepravidelnú autobusovú dopravu.",2020,10,Pravda
Peter Pellegrini,Hlas-SD,V politike,"Ešte ani dnes overte, si ešte ani dnes nedostali tí zdravotníci tých sľúbených 300-500 EUR odmenu jednorazovú za tú prvú vlnu.",2020,10,Pravda
Peter Pellegrini,Hlas-SD,V politike,"Kým v iných krajinách v Nemecku a inde robili cez leto veľké plošné výbery akoby brigádnikov alebo ľudí, ktorí budú slúžiť na dohľadanie chorých v prípade, že u niekoho nájdeme pozitívny test, tak sa rýchlo zistí s kým sa všetkým potrestal, ale tých okamžite rýchlo kontaktujeme a stiahneme ich akoby zo spoločnosti. Odporučíme im karanténu a otestujeme. Tu sme zlyhali, pretože my sme neposilnili tieto kapacity.",2020,10,Nepravda
Peter Pellegrini,Hlas-SD,V politike,"aj včera znovu pán premiér zavádzal verejnosť, keď povedal, že nie sú vyššie tresty za akékoľvek priestupky alebo trestné činy počas núdzového stavu, na čo odpovedali sudcovia, že jednoducho sú, aj keď nesúvisia s pandémiou, tzn. dnes nedajbože niekto neúmyselne urobí niečo, za čo by inak dostal možno podmienečný trest. Vzhľadom na to, že od prvého je výnimočný stav, pôjde natvrdo basy, pretože sudcovia nemajú inú možnosť v zmysle zákona, ako udeľovať pomaly dvojnásobné a ešte prísnejšie tresty, lebo tak je to nastavené v zákone a nemusia vôbec súvisieť s pandémiou.",2020,10,Pravda
